,College Name or Type,guess,name,big10,pac,sisters,hbcu
3533,four-year college,,,,,,
3534,top 25 public busine,1,1,,,,
3535,western kentucky,,1,,,,
3536,talmudic seminary,,1,,,,
3537,tier ii private,,,,,,
3538,"large, public, top 50",1,1,,,,
3539,private liberal arts top 100,1,1,,,,
3540,tennessee technological univer,,1,,,,
3541,keene state college,,1,,,,
3542,whitman college,,1,,,,
3543,engineering/atlanta ga,,1,,,,
3544,univeristy,,,,,,
3545,top 100 (state/medium large: 2,1,1,,,,
3546,pepperdine,,1,,,,
3547,saint mary's,,1,,,,
3548,south carolina,,1,,,,
3549,tier 2 -private,,,,,,
3550,top 10 in us news,1,1,,,,
3551,four-year university,,,,,,
3552,public - top 5,1,1,,,,
3553,hws colleges,,1,,,,
3554,top 50 big public,1,1,,,,
3555,music,,,,,,
3556,top 10 private university,1,1,,,,
3557,"private, tier 1, top 50",1,1,,,,
3558,unaccredited,,,,,,
3559,public - tx state univ.,,1,,,,
3560,claremont mckenna co,,1,,,,
3561,nj large,,,,,,
3562,university of south carolina b,,1,,,,
3563,grace college,,1,,,,
3564,humboldt state,,1,,,,
3565,small top private,,,,,,
3566,public/liberal arts,,,,,,
3567,sb,,,,,,
3568,winona state university,,1,,,,
3569,t15 national university,1,1,,,,
3570,university of missouri - kansa,,1,,,,
3571,top-25 non ivy,1,1,,,,
3572,liberal arts in pa,,,,,,
3573,coastal carolina university,,1,,,,
3574,w&l,,1,,,,
3575,large private university (usf),,1,,,,
3576,n.c. state university,,1,,,,
3577,private big 12,,,1,,,
3578,western washington u.,,1,,,,
3579,uncw-w,,1,,,,
3580,catholic u,,1,,,,
3581,pacific northwest,,1,,,,
3582,smal private,,,,,,
3583,niagara university,,1,,,,
3584,small catholic priva,,,,,,
3585,public top ranked,,,,,,
3586,usi,,1,,,,
3587,byu - idaho,,1,,,,
3588,public - uh,,1,,,,
3589,public (liberal arts),,,,,,
3590,ecsu,,1,,,,
3591,pharmacy,,,,,,
3592,university of rio grande,,1,,,,
3593,"all women, liberal a",,,,,,
3594,bachelors of art,,,,,,
3595,roger williams university,,1,,,,
3596,large public in la >.>,,,,,,
3597,tamu,,1,,,,
3598,small/new state university,,,,,,
3599,sm state college,,,,,,
3600,public/urban,,,,,,
3601,nj private,,,,,,
3602,top 15 school,1,1,,,,
3603,private military college,,,,,,
3604,martin methodist college,,1,,,,
3605,large top 50 state,1,1,,,,
3606,ivy league (upenn),,1,,,,
3607,top 50 private research,1,1,,,,
3608,texas southern,,1,,,,
3609,large state institution,,,,,,
3610,in texas :),,,,,,
3611,ucsd - public,,1,,,,
3612,public (uc berkeley),,1,,,,
3613,top 20 small liberal arts,1,1,,,,
3614,small liberal arts (siena),,1,,,,
3615,montana state,,1,,,,
3616,womns/prvt,,,,,,
3617,furman,,1,,,,
3618,small southern private,,,,,,
3619,liberty,,,,,,
3620,"uc davis, public top 10",1,1,,,,
3621,stanfurd,,1,,,,
3622,private tier 1 (top 33),1,1,,,,
3623,large public arizona state,,1,,,,
3624,2t public,,,,,,
3625,private lasallian university,,,,,,
3626,public (top 30),1,1,,,,
3627,teeny tiny,,,,,,
3628,tttt state,,,,,,
3629,public party school,,,,,,
3630,religious,,,,,,
3631,top 4 liberal arts,1,1,,,,
3632,hunter,,1,,,,
3633,international; grad u.s.,,,,,,
3634,large publilc (top 50),1,1,,,,
3635,the university of akron,,1,,,,
3636,wish we were ivy (i.,,,,,,
3637,the university of vermont,,1,,,,
3638,oral roberts university,,1,,,,
3639,lsat avg 149,,,,,,
3640,mediocre liberal ar,,,,,,
3641,lower tier public,,,,,,
3642,liberal arts school,,,,,,
3643,gtown,,1,,,,
3644,school (there...i typed it),,,,,,
3645,the pennsylvania state univers,,1,,,,
3646,top public research,,,,,,
3647,black ivy league lol,,1,,,,
3648,-,,,,,,
3649,large pulic,,,,,,
3650,wm,,1,,,,
3651,top-public,,,,,,
3652,ivy engineering,,1,,,,
3653,suny genoseeoo,,1,,,,
3654,lane college,,1,,,,
3655,2nd tier/engineering,,,,,,
3656,tulane (ug) uno (g),,1,,,,
3657,troy u,,1,,,,
3658,cuny baccalaureate for unique,,1,,,,
3659,top five private (non ivy),1,1,,,,
3660,lower tier public university,,,,,,
3661,crappy state u,,,,,,
3662,ne liberal arts school,,,,,,
3663,private top 30 lac,1,1,,,,
3664,ivy-league,1,1,,,,
3665,"public, major",,,,,,
3666,medium size public,,,,,,
3667,umo,,1,,,,
3668,public- texas tech,,1,,,,
3669,"california state unversity, fr",,1,,,,
3670,large pvt univ,,,,,,
3671,tier 1 -2,,,,,,
3672,classics/great books,,,,,,
3673,ubiquitous public,,,,,,
3674,"top 26, women\'s college",1,1,,,,
3675,average public university,,,,,,
3676,top 50 large private,1,1,,,,
3677,town,,,,,,
3678,public (ucla),,1,,,,
3679,private polytech,,1,,,,
3680,georgetown universit,,1,,,,
3681,suffolk university,,1,,,,
3682,(not good) private,,,,,,
3683,st. scholastica,,1,,,,
3684,private t15,1,1,,,,
3685,undergrad - liberal arts,,,,,,
3686,south florida,,1,,,,
3687,university of aarhus,,,,,,
3688,georgetown u.,,1,,,,
3689,univ. of central florida,,1,,,,
3690,st.johns,,1,,,,
3691,western illinois university,,1,,,,
3692,liberal artis,,,,,,
3693,midwest top liberal arts,,,,,,
3694,georgia southern university,,1,,,,
3695,environmental scienc,,,,,,
3696,missouri university of science,,1,,,,
3697,uva.,,1,,,,
3698,"top 50, public",1,1,,,,
3699,new york institute of technolo,,1,,,,
3700,nevada state college,,1,,,,
3701,university wisconsin-madison,,1,,,,
3702,top 5 ug business program,1,1,,,,
3703,top public system,,,,,,
3704,private and community college,,,,,,
3705,over priced,,,,,,
3706,private urban (gwu),,1,,,,
3707,"public, research top",,,,,,
3708,state univerisy,,,,,,
3709,university of montevallo,,1,,,,
3710,university of tulsa,,1,,,,
3711,unc-c,,1,,,,
3712,ecu,,1,,,,
3713,fresno pacific university,,1,,,,
3714,top ranked canadian university,,,,,,
3715,large public (not tu),,,,,,
3716,elite southern,,,,,,
3717,top5 public,1,1,,,,
3718,top 50 private lac,1,1,,,,
3719,california state long beach,,1,,,,
3720,midwest - public mid-tier,,,,,,
3721,rural engineering,,,,,,
3722,uop,,1,,,,
3723,"catholic, top 20",1,1,,,,
3724,"master of music - performance,",,,,,,
3725,tier 1 national liberal arts,1,1,,,,
3726,top liberal,,,,,,
3727,top 5 business school canada,,,,,,
3728,university of notre,,1,,,,
3729,emmanuel college,,1,,,,
3730,large public tier 2,,,,,,
3731,private (top 10),1,1,,,,
3732,liberal arts / pomona,,1,,,,
3733,public/research institution,,,,,,
3734,rowan,,1,,,,
3735,top big school,,,,,,
3736,catholic university,,1,,,,
3737,rutgers coll,,1,,,,
3738,regional state university,,,,,,
3739,bucknell (private li,,1,,,,
3740,liberal arts-catholi,,,,,,
3741,southwestern assemblies of god,,,,,,
3742,loyola university ne,,1,,,,
3743,public-lsu,,1,,,,
3744,csu-fresno,,1,,,,
3745,providence collge,,1,,,,
3746,top 50 universities,1,1,,,,
3747,gonzaga/jesuit,,1,,,,
3748,university of michigan - flint,,1,,,,
3749,ttu rcoba,,1,,,,
3750,univ. south carolina,,1,,,,
3751,undergraduate university,,,,,,
3752,radford,,1,,,,
3753,university of northern colorad,,1,,,,
3754,publie,,,,,,
3755,transylvania university,,1,,,,
3756,"large d-3, mid-atlantic",,,,,,
3757,mediocre public,,,,,,
3758,indiana university-n,,1,,,,
3759,regional state,,,,,,
3760,unh,,1,,,,
3761,top 50/london school of econom,1,1,,,,
3762,seattle pacific university,,1,,,,
3763,midrange public,,,,,,
3764,patriot league,,,,,,
3765,the university of tampa,,1,,,,
3766,"public, lsu",,1,,,,
3767,small las,,,,,,
3768,unc - chapel hill,,1,,,,
3769,high point university,,1,,,,
3770,tier 1 - large public,,,,,,
3771,private doctoral,,,,,,
3772,umkc (missouri-kansas city),,1,,,,
3773,the city college of new york,,1,,,,
3774,liberal arts undergraduate,,,,,,
3775,mid-tier uc,,1,,,,
3776,cu,,1,,,,
3777,private engineering/,,,,,,
3778,private 2nd tier,,,,,,
3779,texas wesleyan university,,1,,,,
3780,foreign educated,,,,,,
3781,ivy league school,1,1,,,,
3782,top tier music,,,,,,
3783,u of california school,,1,,,,
3784,unf,,1,,,,
3785,small/private/out-of-state,,,,,,
3786,ivy equivalent,1,1,,,,
3787,top 5 -- united kingdom,,,,,,
3788,umass - amherst,,1,,,,
3789,large southern state school,,,,,,
3790,miami university (ohio),,1,,,,
3791,big ten state school,,,1,,,
3792,top 20 univ,1,1,,,,
3793,cornell a&s,,1,,,,
3794,t20 private university,1,1,,,,
3795,public (uw-madison),,1,,,,
3796,t2 -private,,,,,,
3797,liberal arts/business,,,,,,
3798,letter of science,,,,,,
3799,"private, top-10",1,1,,,,
3800,univ at buff,,1,,,,
3801,west texas a&m,,1,,,,
3802,international (uoftoronto),,,,,,
3803,u. of houston,,1,,,,
3804,vcu,,1,,,,
3805,pulic lac,,,,,,
3806,top 15 lib. arts,1,1,,,,
3807,u michigan aa,,1,,,,
3808,american overseas,,,,,,
3809,small tennessee liberal arts,,,,,,
3810,t1 state school,,,,,,
3811,ma state university,,,,,,
3812,public (out-of-state),,,,,,
3813,ivy- lower tier (non,1,1,,,,
3814,smaller university,,,,,,
3815,pubpub,,,,,,
3816,4-year liberal arts,,,,,,
3817,national bball champion,,,,,,
3818,indiana state university,,1,,,,
3819,"private, 5k students",,,,,,
3820,high caliber private,,,,,,
3821,private / christian,,,,,,
3822,elite large public university,,,,,,
3823,small private (ranked),,,,,,
3824,te,,,,,,
3825,all male,,,,,,
3826,le moyne college,,1,,,,
3827,"private, top liberal",,,,,,
3828,"ba t-5 public, ma tier3 public",1,1,,,,
3829,buffalo,,1,,,,
3830,wpi,,1,,,,
3831,middle of the road liberal art,,,,,,
3832,pac-12,,,,1,,
3833,joke,,,,,,
3834,wsu,,1,,,,
3835,australian,,,,,,
3836,directional state,,,,,,
3837,english universities,,,,,,
3838,point park university,,1,,,,
3839,medium sized public,,,,,,
3840,daemen college,,1,,,,
3841,michigan/uic,,1,,,,
3842,national public tier 1,,,,,,
3843,small private la,,,,,,
3844,"liberal arts, highly competiti",,,,,,
3845,public (uci),,1,,,,
3846,cornell college,,1,,,,
3847,eastern michigan university,,1,,,,
3848,large research university,,,,,,
3849,yhp,,1,,,,
3850,tui,,1,,,,
3851,four year university,,,,,,
3852,top 25 lac,1,1,,,,
3853,int'l,,,,,,
3854,university of puget sound,,1,,,,
3855,u  of new orleans,,1,,,,
3856,super-large public,,,,,,
3857,top small liberal arts college,,,,,,
3858,university of tx @ san antonio,,1,,,,
3859,private(abroad),,,,,,
3860,publix,,,,,,
3861,4-year public univeristy,,,,,,
3862,major online,,,,,,
3863,tier 2 public,,,,,,
3864,beijing international studies,,,,,,
3865,"state school, private grad sch",,,,,,
3866,lesser ivy,1,1,,,,
3867,tier,,,,,,
3868,"university at buffalo, suny",,1,,,,
3869,"large, private, and catholic",,,,,,
3870,fair legit dickinson universit,,1,,,,
3871,local state school,,,,,,
3872,top private liberal,,,,,,
3873,ivy league engineering,,1,,,,
3874,"public, state university",,,,,,
3875,university of oklahom,,1,,,,
3876,top 10 public university (uc),,1,,,,
3877,tech/engineering,,,,,,
3878,ivy league (top 5),1,1,,,,
3879,southeastern,,1,,,,
3880,largest public,,,,,,
3881,university-private,,,,,,
3882,shitty,,,,,,
3883,mid-size urban private,,,,,,
3884,potsdam state university,,1,,,,
3885,private art school,,,,,,
3886,top tier liberal arts,,,,,,
3887,columbai univ,,1,,,,
3888,top ca public,,1,,,,
3889,se state flagship,,,,,,
3890,top 5 public undergrad,1,1,,,,
3891,4 year lib arts,,,,,,
3892,stonehill college,,1,,,,
3893,private ny liberal arts,,,,,,
3894,sweet 16,,,,,,
3895,really good,,,,,,
3896,big/horrible-state,,,,,,
3897,southern illinois university,,1,,,,
3898,reed college:  small,,1,,,,
3899,?,,,,,,
3900,full time,,,,,,
3901,university of southern maine,,1,,,,
3902,top private engineering,,,,,,
3903,saint anselm college,,1,,,,
3904,hdkd;,,1,,,,
3905,"top 50, public (uc i",,1,,,,
3906,respected public,,,,,,
3907,nationally-ranked public,,,,,,
3908,public -large,,,,,,
3909,marywood university,,1,,,,
3910,gu,,1,,,,
3911,university of missouri-columbi,,1,,,,
3912,run of the mill,,,,,,
3913,public texas,,,,,,
3914,ncsu,,1,,,,
3915,umbc (maryland state school),,1,,,,
3916,dalton state,,1,,,,
3917,major public univ.,,,,,,
3918,private - highly competitive,,,,,,
3919,murray state,,1,,,,
3920,liberal arts (10-20),1,1,,,,
3921,unccharlotte,,1,,,,
3922,pretty lousy one,,,,,,
3923,small private liberal arts sch,,,,,,
3924,regional catholic,,,,,,
3925,regional liberal art,,,,,,
3926,top 15 b-school,1,1,,,,
3927,public - upitt,,1,,,,
3928,top public (uva),,1,,,,
3929,clark university,,1,,,,
3930,top-ranked/large/public,,,,,,
3931,rutgers engineering,,1,,,,
3932,liberal arts school in texas,,,,,,
3933,public - uc,,1,,,,
3934,u of cali,,1,,,,
3935,usnwr top 50,1,1,,,,
3936,3 tier public,,,,,,
3937,div. 2 liberal arts,,,,,,
3938,ateneo de manila (philippines),,,,,,
3939,john jay,,1,,,,
3940,u. south florida,,1,,,,
3941,sec! sec!,,,,,,
3942,the university of so,,,,,,
3943,t3 state,,,,,,
3944,public - u. c. berkeley,,1,,,,
3945,public-top 50,1,1,,,,
3946,texas private,,,,,,
3947,overseas - uk,,,,,,
3948,2nd tier,,,,,,
3949,immaculata university,,1,,,,
3950,public canadian,,,,,,
3951,health sciences,,,,,,
3952,top  5,1,1,,,,
3953,"top 20, elite east c",1,1,,,,
3954,large public - top 5,1,1,,,,
3955,valparaiso university,,1,,,,
3956,small state public,,,,,,
3957,university of central arkansas,,1,,,,
3958,marist college,,1,,,,
3959,private (top 50) engineering,1,1,,,,
3960,women\'s college,,,,,,
3961,t1 / ivy,1,1,,,,
3962,virginia military institute,,1,,,,
3963,jsu,,1,,,,
3964,large public - asu,,1,,,,
3965,bottom 50 public,,,,,,
3966,universidad del sagrado corazo,,,,,,
3967,top 20 usnwr,1,1,,,,
3968,average liberal arts college,,,,,,
3969,t20 public,1,1,,,,
3970,engineering school,,,,,,
3971,public/ big ten,,,1,,,
3972,gator,,,,,,
3973,pub-u,,,,,,
3974,rpi,,1,,,,
3975,specialty school,,,,,,
3976,university of nc at wilmington,,1,,,,
3977,csu bakersfield,,1,,,,
3978,in india,,,,,,
3979,university of tampa (private),,1,,,,
3980,3rd tier - evangelic,,,,,,
3981,louisville-upenn,,1,,,,
3982,suny canton,,1,,,,
3983,aau member,,,,,,
3984,clarku,,1,,,,
3985,rit,,1,,,,
3986,cal state san marcos,,1,,,,
3987,ranked/ large public,,,,,,
3988,missouri,,1,,,,
3989,liberal arts  private college,,,,,,
3990,division ii,,,,,,
3991,lg public (ug & grad,,,,,,
3992,lac top 25,1,1,,,,
3993,public - urban,,,,,,
3994,carnegie mellon university,,1,,,,
3995,large state univ.,,,,,,
3996,large public (fsu),,1,,,,
3997,continuing ed,,,,,,
3998,kent state,,1,,,,
3999,public - wisconsin,,1,,,,
4000,t33,1,1,,,,
4001,cat-a-holic,,,,,,
4002,state large public,,,,,,
4003,private-first tier,,,,,,
4004,montana sate,,1,,,,
4005,small public midwest liberal a,,,,,,
4006,"public, 4-year",,,,,,
4007,"private, south",,,,,,
4008,world top 20,,,,,,
4009,t20 lac,1,1,,,,
4010,washington and lee university,,1,,,,
4011,unc asheville,,1,,,,
4012,private-t20,1,1,,,,
4013,regional lac,,,,,,
4014,university of jamestown,,1,,,,
4015,george washington un,,1,,,,
4016,public - ut dallas,,1,,,,
4017,miniscule private,,,,,,
4018,t-15 liberal arts,1,1,,,,
4019,regional masters,,,,,,
4020,"big, public",,,,,,
4021,"private, top 14",1,1,,,,
4022,u of michigan,,1,,,,
4023,publilc,,,,,,
4024,american univ.,,1,,,,
4025,top 25 state school,1,1,,,,
4026,top suny,,1,,,,
4027,huge ny state,,,,,,
4028,university of south,,1,,,,
4029,big ten school,,,1,,,
4030,physical education,,,,,,
4031,hbcu - fisk universi,,1,,,,
4032,public / research,,,,,,
4033,liberal arts--top 5,1,1,,,,
4034,4 years,,,,,,
4035,university of western ontario,,,,,,
4036,midwest private,,,,,,
4037,privet,,,,,,
4038,middle sized southern school,,,,,,
4039,university of nebraska,,1,,,,
4040,behemoth,,1,,,,
4041,"public, hbcu",,,,,,1
4042,western connecticut state univ,,1,,,,
4043,top 10 college,1,1,,,,
4044,mid-sized private,,,,,,
4045,suny (ny state schoo,,1,,,,
4046,tier 1 university,,,,,,
4047,0,,,,,,
4048,top private non-ivy,1,1,,,,
4049,top-five,1,1,,,,
4050,top public in uk,,,,,,
4051,"small, private, non-",,,,,,
4052,top 50 - santa barba,,1,,,,
4053,large pblic,,,,,,
4054,sm. private lib arts,,,,,,
4055,top 25 private undergrad,1,1,,,,
4056,middling public,,,,,,
4057,honors college,,,,,,
4058,private-large,,,,,,
4059,mills college,,,,,,
4060,fmr big 12,,,1,,,
4061,uc-berkeley,,1,,,,
4062,"university (20,000  students)",,,,,,
4063,"large public, infamo",,,,,,
4064,northern michigan university,,1,,,,
4065,medium-large private,,,,,,
4066,"small liberal arts, private",,,,,,
4067,top 20 liberal arts school,1,1,,,,
4068,university of nm,,1,,,,
4069,brigham young university (priv,,1,,,,
4070,wasp,,,,,,
4071,rockford university,,1,,,,
4072,csu san bernardino,,1,,,,
4073,t30 private research universit,1,1,,,,
4074,a very good one,,,,,,
4075,private; co-ed,,,,,,
4076,utexas,,1,,,,
4077,southwest texas stat,,1,,,,
4078,u arizona,,1,,,,
4079,kick ass?,,,,,,
4080,lib arts az,,,,,,
4081,medium/ public,,,,,,
4082,university of missouri - kc,,1,,,,
4083,top 5 university in japan,,,,,,
4084,carolina,,,,,,
4085,small state liberal art,,,,,,
4086,uni,,1,,,,
4087,american indian college,,1,,,,
4088,uofc,,1,,,,
4089,liberal arts top 40,1,1,,,,
4090,hbcu (undergrad) ivy (grad),,,,,,1
4091,2008 national champions,,,,,,
4092,maligned state schoo,,,,,,
4093,look at my username,,,1,,,
4094,"ivy graduate, public",1,1,,,,
4095,stockton university,,1,,,,
4096,large-city state university,,,,,,
4097,blank,,,,,,
4098,major research,,,,,,
4099,public: ucla,,1,,,,
4100,mid-major public,,,,,,
4101,chestnut hill college,,1,,,,
4102,uw-top 50,,1,,,,
4103,ucla undergrad,,1,,,,
4104,private-ivy league,,1,,,,
4105,durham university,,1,,,,
4106,southern methodist u,,1,,,,
4107,temple univeristy-large publi,,1,,,,
4108,bba (hons.),,,,,,
4109,depressing,,,,,,
4110,ndsu,,1,,,,
4111,big ten public,,,1,,,
4112,private - t14 undergrad,1,1,,,,
4113,university ca santa barbara,,1,,,,
4114,top 25 libarts,1,1,,,,
4115,lower ivy,1,1,,,,
4116,2nd tier liberal art,,,,,,
4117,priviate liberal arts,,,,,,
4118,hampden-sydney college,,1,,,,
4119,private us,,,,,,
4120,bsu,,1,,,,
4121,large top private,,,,,,
4122,public 4year,,,,,,
4123,sm lib arts,,,,,,
4124,colorado,,1,,,,
4125,iwu,,1,,,,
4126,ball so hard university,,,,,,
4127,first tier undergrad,,,,,,
4128,hamline university,,1,,,,
4129,roger williams,,1,,,,
4130,military academy (we,,1,,,,
4131,duke (private),,1,,,,
4132,state univeristy,,,,,,
4133,vanderbilt universit,,1,,,,
4134,lame state u,,1,,,,
4135,4 year liberal arts,,,,,,
4136,#1 regional private,1,1,,,,
4137,brandeis,,1,,,,
4138,small regional,,,,,,
4139,tier1,,,,,,
4140,small liberal arts in nor. ca,,1,,,,
4141,sam houston state,,1,,,,
4142,top 20-public,1,1,,,,
4143,western new mexico university,,1,,,,
4144,nova southeastern university,,1,,,,
4145,priv/small/lib arts,,,,,,
4146,top-5,1,1,,,,
4147,engineering/business,,,,,,
4148,top 50 large public,1,1,,,,
4149,itty bitty,,,,,,
4150,public - top 100 college,1,1,,,,
4151,liberal arts univers,,,,,,
4152,univ. of georgia,,1,,,,
4153,usu,,1,,,,
4154,stephen f. austin state univer,,1,,,,
4155,public (top 15),1,1,,,,
4156,miami,,1,,,,
4157,worldwide,,,,,,
4158,walden university,,1,,,,
4159,university of tennessee-knoxvi,,1,,,,
4160,"small, private, religious",,,,,,
4161,university of baltimore school,,1,,,,
4162,state uni - decent rep,,,,,,
4163,state land grant university,,,,,,
4164,us news tier 2,,,,,,
4165,ca state school,,1,,,,
4166,tier ii,,,,,,
4167,"medium-sized, public",,,,,,
4168,the top lac,,,,,,
4169,u. south carolina,,1,,,,
4170,undergrad university,,,,,,
4171,private elite,,,,,,
4172,upitt,,1,,,,
4173,unc wilmington,,1,,,,
4174,state university (unlv),,1,,,,
4175,cuny baruch college,,1,,,,
4176,private-new england,,,,,,
4177,univ of arizona,,1,,,,
4178,cuny college of staten island,,1,,,,
4179,public in texas,,,,,,
4180,uofh,,1,,,,
4181,nc wesleyan,,1,,,,
4182,"top-ten, non-ivy",1,1,,,,
4183,"private, liberal-arts",,,,,,
4184,small private obscure,,,,,,
4185,public-texas,,,,,,
4186,d3 public,,,,,,
4187,best of the best,,,,,,
4188,accredited online,,,,,,
4189,top 25 large public institutio,1,1,,,,
4190,univerisy of texas,,1,,,,
4191,new york univ.,,1,,,,
4192,4 yr public,,,,,,
4193,florida public university,,1,,,,
4194,"t50, private",1,1,,,,
4195,big 10 school,,,1,,,
4196,trinity college,,1,,,,
4197,top 25 (private university),1,1,,,,
4198,liberal arts top 50,1,1,,,,
4199,top public (fl),,1,,,,
4200,nyu cas,,1,,,,
4201,top 25 (us news),1,1,,,,
4202,ohio state universtity,,1,,,,
4203,"public, high ranked",,,,,,
4204,catholic liberal arts college,,,,,,
4205,for-profit,,,,,,
4206,wichita state,,1,,,,
4207,no name public,,,,,,
4208,mid-level private,,,,,,
4209,thomas ediscon state college,,1,,,,
4210,top ten public university,1,1,,,,
4211,dc private,,,,,,
4212,california state university: b,,1,,,,
4213,decent school,,,,,,
4214,top 3 regional college,1,1,,,,
4215,u/g: public; grad: p,,,,,,
4216,utrgv,,1,,,,
4217,t10 regional,1,1,,,,
4218,university of edinburgh,,1,,,,
4219,top northeastern reg,,,,,,
4220,large california public,,,,,,
4221,private (t5),1,1,,,,
4222,university of central oklahoma,,1,,,,
4223,state school in fl,,,,,,
4224,public (large),,,,,,
4225,4 year bachelors,,,,,,
4226,liberal arts and science,,,,,,
4227,oklahoma city university,,1,,,,
4228,communications,,,,,,
4229,"ca, pac 10 school",,,,1,,
4230,top 20 business school,1,1,,,,
4231,"top25, go bruins",1,1,,,,
4232,small parochial,,,,,,
4233,arizona state (public),,1,,,,
4234,the university of iowa,,1,,,,
4235,north dakota st.,,1,,,,
4236,ouachita baptist university,,1,,,,
4237,research institute,,,,,,
4238,large-regional,,,,,,
4239,private - univesity,,,,,,
4240,private univ,,,,,,
4241,out of state,,,,,,
4242,religous private,,,,,,
4243,private (tiny lefty),,,,,,
4244,"private, vanderbilt university",,1,,,,
4245,college of staten island,,1,,,,
4246,"urban, public",,,,,,
4247,podunk public,,,,,,
4248,international - oxbridge,,,,,,
4249,univ. of tennessee,,1,,,,
4250,major research university,,,,,,
4251,top larts,,,,,,
4252,large private univ.,,,,,,
4253,elite hbcu,,,,,,1
4254,undergraduate lsu,,1,,,,
4255,columbia university school of,,1,,,,
4256,small private (top 25),1,1,,,,
4257,top ranked liberal arts,,,,,,
4258,top 3 canadian schoo,,,,,,
4259,texas a & m,,1,,,,
4260,shepherd university,,1,,,,
4261,private - top 35,1,1,,,,
4262,tier i research university,,,,,,
4263,norwich university,,1,,,,
4264,cal state univ fullerton,,1,,,,
4265,us news top 15,1,1,,,,
4266,concordia university irvine,,1,,,,
4267,top 10 baby,1,1,,,,
4268,public/ state,,,,,,
4269,nebraska wesleyan university,,1,,,,
4270,best,,,,,,
4271,private/usf,,1,,,,
4272,citadel,,,,,,
4273,graduate school of business,,,,,,
4274,public international,,,,,,
4275,u texas-austin,,1,,,,
4276,pace,,1,,,,
4277,pu,,1,,,,
4278,university of southe,,1,,,,
4279,small private (waynesburg univ,,1,,,,
4280,top regional public,,,,,,
4281,"private, jesuit university",,,,,,
4282,utah valley,,1,,,,
4283,military,,,,,,
4284,top 30 private (uofr),1,1,,,,
4285,top 30 research - sc,1,1,,,,
4286,large public in california,,1,,,,
4287,suffolk,,1,,,,
4288,mid-tier state school,,,,,,
4289,new mexico state university,,1,,,,
4290,"ivy league, top 10 private",1,1,,,,
4291,iowas state university,,1,,,,
4292,big public party school,,,,,,
4293,conj,,,,,,
4294,top liberal arts/int,,,,,,
4295,aba,,,,,,
4296,top school,,,,,,
4297,saint mary's college,,1,,,,
4298,high ranked public school,,,,,,
4299,oral roberts,,,,,,
4300,dfw area,,,,,,
4301,vatech,,1,,,,
4302,oxbridge,,,,,,
4303,uw- madison,,1,,,,
4304,university southern california,,1,,,,
4305,high-ranked public,,,,,,
4306,tech school,,,,,,
4307,public - top 100,1,1,,,,
4308,top 100 private scho,1,1,,,,
4309,bethany college,,1,,,,
4310,gergetown,,1,,,,
4311,"private, southern",,,,,,
4312,top private (non-ivy,1,1,,,,
4313,national top 10,1,1,,,,
4314,fordham u,,1,,,,
4315,mississippi state un,,1,,,,
4316,public - large,,,,,,
4317,ivy / tier 1,1,1,,,,
4318,texas a&m univeristy,,1,,,,
4319,fit,,,,,,
4320,suny at binghamton university,,1,,,,
4321,uiowa,,1,,,,
4322,india,,,,,,
4323,washington & lee university,,,,,,
4324,liberalts school,,,,,,
4325,"private, top 35",1,1,,,,
4326,state regional university,,,,,,
4327,u of vermont,,1,,,,
4328,small t30 private university,1,1,,,,
4329,nmsu,,1,,,,
4330,byu / us navy,,1,,,,
4331,friends university,,,,,,
4332,non-cornell ivy,,1,,,,
4333,msub,,1,,,,
4334,private top ten,1,1,,,,
4335,private/top 30,1,1,,,,
4336,small religious,,,,,,
4337,ulm,,1,,,,
4338,alabama state university,,1,,,,
4339,stanford u.,,1,,,,
4340,top tier liberal arts college,,,,,,
4341,uk university,,,,,,
4342,xavier university,,1,,,,
4343,toptier biz school,,,,,,
4344,uno,,1,,,,
4345,uc__,,1,,,,
4346,charter oak state college,,1,,,,
4347,univ. of southern california,,1,,,,
4348,qwe,,1,,,,
4349,hpys,,1,,,,
4350,cal sate university,,1,,,,
4351,4-year college,,,,,,
4352,academy,,,,,,
4353,lg. state u.,,,,,,
4354,pseudo-ivy,,,,,,
4355,top  20 regional,1,1,,,,
4356,cedarville university,,1,,,,
4357,top 30 lib arts,1,1,,,,
4358,private technical,,,,,,
4359,sec school,,,,,,
4360,uoftoronto,,,,,,
4361,t-10 school,1,1,,,,
4362,loyala,,1,,,,
4363,liberal-arts,,,,,,
4364,aviation,,,,,,
4365,land grant uni.,,,,,,
4366,2aaaa,,,,,,
4367,private research institution,,,,,,
4368,california state polytecnic un,,1,,,,
4369,univ. of tx-austin,,1,,,,
4370,second tier public,,,,,,
4371,reputable private,,,,,,
4372,fredonia,,1,,,,
4373,uw la crosse,,1,,,,
4374,middle georgia state universit,,1,,,,
4375,average large public,,,,,,
4376,"large, public univer",,,,,,
4377,large public t30,1,1,,,,
4378,public ca state univ.,,1,,,,
4379,somewhere,,,,,,
4380,private (top5),1,1,,,,
4381,flagship state unive,,,,,,
4382,texas tech univeristy,,1,,,,
4383,small liberal artss,,,,,,
4384,university of michigan - ann a,,1,,,,
4385,top 5 engin,1,1,,,,
4386,georgetown u,,1,,,,
4387,csus - local public,,1,,,,
4388,4-year public,,,,,,
4389,u michigan,,1,,,,
4390,good lib. arts,,,,,,
4391,ucsd / finished @ private,,1,,,,
4392,non-ivy!,,,,,,
